User_ID,Session_ID,Query_Text,Query_Length,Search_Latency_ms,Results_Displayed,Clicked_Result_Rank,Click_Success,Reformulation_Count,Task_Success,Time_to_Completion_s,Dwell_Time_on_Result_ms
U00058,U00058_S2,login,1.0,102.0433335102745,50.0,,0.0,0.0,1.0,,
U00038,U00038_S1,,1.0,46.7860385896228,50.0,2.0,1.0,0.0,1.0,41.15888113043342,627.4436604750007
U00040,U00040_S1,return policy,2.0,51.65563143769197,20.0,3.0,1.0,0.0,0.0,,5764.013695770896
U00095,,support,,98.57732637695332,20.0,1.0,1.0,0.0,1.0,48.90513426495964,213.36536629695408
U00058,U00058_S1,account settings,2.0,106.06288939855169,20.0,5.0,0.0,0.0,1.0,59.06561755460174,351.04582591377516
U00021,U00021_S2,help,1.0,35.0347723973897,10.0,5.0,0.0,0.0,1.0,113.55062379523201,2507.6775683028063
U00030,U00030_S2,return policy,2.0,22.437272187881796,20.0,1.0,1.0,0.0,1.0,23.197477384448746,570.0659802580867
U00067,U00067_S1,,2.0,70.92169893627263,20.0,1.0,1.0,0.0,1.0,,156.98146544348285
U00076,,billing,1.0,65.71713144313581,10.0,,1.0,,1.0,27.444050660995075,1843.995603970145
U00097,U00097_S1,billing,1.0,31.34995131534879,20.0,3.0,1.0,0.0,1.0,35.613647357724275,1467.4542490885544
U00047,U00047_S2,login,1.0,29.022335081873518,10.0,1.0,1.0,0.0,1.0,15.062837280375831,1128.7475222161227
U00019,U00019_S2,return policy,2.0,51.261618200659996,50.0,2.0,1.0,0.0,1.0,26.53987399034567,663.0798034008395
U00049,U00049_S2,product search,2.0,76.96947612159462,,4.0,0.0,0.0,1.0,16.167646194296292,1596.2296641687126
U00023,U00023_S1,product search,2.0,65.80551399163618,50.0,1.0,1.0,0.0,1.0,26.003030615008107,3598.5073906964735
U00027,U00027_S2,return policy,,65.14674666118044,20.0,3.0,1.0,0.0,1.0,18.346779000235014,2885.0488469816646
U00082,U00082_S1,help,1.0,92.50164368874887,50.0,,0.0,2.0,0.0,32.428025132313756,
U00070,U00070_S2,help,1.0,35.02205967637047,50.0,3.0,1.0,,1.0,28.75034531787111,1172.6418674620465
U00055,U00055_S1,help,1.0,33.19147733253855,10.0,2.0,1.0,0.0,1.0,64.50680331834255,1065.3394544507407
U00090,U00090_S2,password reset,2.0,42.236053719795144,50.0,,0.0,0.0,1.0,51.333063178827615,
U00075,U00075_S2,support,1.0,42.75533921019543,20.0,2.0,1.0,1.0,0.0,31.206808839386337,1103.9629472039499
U00069,U00069_S1,support,1.0,80.66702001691733,10.0,2.0,1.0,0.0,1.0,110.40345224577955,
U00054,U00054_S2,support,1.0,42.01893603401625,50.0,,0.0,0.0,1.0,25.342846917693763,
U00014,U00014_S2,help,1.0,63.42913545160551,50.0,4.0,0.0,0.0,1.0,18.23280862362013,608.9836386737231
U00084,U00084_S1,billing,1.0,80.44210748992408,20.0,2.0,,0.0,0.0,,1434.2070342045454
U00038,U00038_S2,return policy,2.0,52.81955517383496,,,0.0,0.0,1.0,38.49160376094356,
U00020,U00020_S1,billing,1.0,82.3105259949181,20.0,1.0,1.0,0.0,1.0,37.99310706318177,2123.9425516474425
U00007,U00007_S2,return policy,2.0,48.403309774507015,50.0,2.0,1.0,1.0,0.0,16.657747577754407,1969.8012752768807
U00051,U00051_S1,account settings,,,50.0,1.0,1.0,0.0,1.0,30.7719275132991,
U00079,,password reset,2.0,29.651032337096925,20.0,2.0,1.0,0.0,1.0,7.058195756193857,711.4470179470117
U00039,U00039_S1,product search,2.0,114.89769560377843,50.0,,0.0,2.0,0.0,43.481663429451785,
U00029,U00029_S1,return policy,2.0,135.97951886100245,50.0,1.0,1.0,0.0,0.0,41.857394863607524,563.4685580394607
U00095,U00095_S1,account settings,2.0,43.63067998919875,20.0,1.0,1.0,0.0,0.0,43.92294524088209,2010.3419844314687
U00073,U00073_S2,password reset,2.0,67.79228650142805,50.0,3.0,1.0,1.0,0.0,14.019727554054015,510.8383295243438
U00049,U00049_S1,password reset,2.0,35.59558177900485,50.0,4.0,0.0,0.0,,194.7164889793728,552.3654313883678
U00012,U00012_S2,return policy,2.0,49.02027183780087,20.0,1.0,1.0,0.0,1.0,33.65832142414292,703.893160184231
U00023,U00023_S2,help,1.0,141.94838338014773,50.0,1.0,1.0,0.0,1.0,24.141443860093286,913.390590960773
U00039,U00039_S2,password reset,2.0,50.852625095928744,50.0,,0.0,0.0,1.0,10.151443084524328,
U00069,U00069_S2,product search,2.0,27.972621532236477,50.0,3.0,1.0,0.0,1.0,21.0362822225665,290.103757636566
U00058,U00058_S1,login,1.0,54.9321190290406,10.0,,0.0,0.0,1.0,83.71836192156606,4312.07151076851
U00029,U00029_S1,support,1.0,57.00401016557326,10.0,1.0,1.0,0.0,1.0,82.53062263827195,676.7815532864731
U00002,U00002_S1,help,1.0,48.12236917008244,50.0,1.0,1.0,1.0,0.0,89.75925279472278,449.34410231029
U00083,U00083_S1,product search,2.0,19.651693224342665,20.0,3.0,1.0,0.0,1.0,53.329002745623775,1435.7204968015892
U00003,U00003_S2,support,1.0,35.29809047043783,20.0,2.0,1.0,0.0,1.0,30.168103872844554,2750.110646709656
U00089,U00089_S1,billing,1.0,37.299528416807,50.0,1.0,1.0,0.0,1.0,14.293457792569926,1813.5703654482907
U00074,U00074_S2,help,1.0,,20.0,1.0,1.0,0.0,1.0,77.56088199659013,982.616565732189
,U00052_S2,product search,2.0,69.09321747753008,20.0,2.0,1.0,0.0,1.0,9.472762253263467,707.7045810873013
U00048,U00048_S2,checkout,1.0,,20.0,3.0,1.0,0.0,1.0,40.90906107253144,1141.8523592678448
U00075,U00075_S2,password reset,2.0,47.165070700439465,20.0,1.0,1.0,0.0,1.0,42.0397621309641,1993.1954461137357
U00047,U00047_S2,help,1.0,48.40493628127055,20.0,2.0,1.0,0.0,1.0,20.815168321728624,697.9035137637694
U00090,U00090_S2,account settings,2.0,38.520419062264274,10.0,5.0,0.0,0.0,1.0,9.221280791365052,1102.567515772719
U00094,U00094_S1,checkout,1.0,29.44135310753574,20.0,5.0,0.0,0.0,1.0,78.2444043846064,955.2089028940014
U00037,U00037_S1,password reset,2.0,32.176883905298375,20.0,,1.0,1.0,0.0,74.65147909251324,4893.166045331471
U00034,U00034_S2,support,,63.68585260185334,10.0,3.0,1.0,0.0,1.0,69.13494138586441,6068.487238868877
U00100,U00100_S2,product search,2.0,104.29423045768897,,,1.0,0.0,1.0,45.55865624143031,774.0370581615992
U00031,U00031_S1,password reset,2.0,43.053721700460656,10.0,1.0,1.0,0.0,0.0,34.855104173096436,2171.261361086316
U00076,U00076_S1,login,1.0,92.74612109030292,20.0,2.0,1.0,0.0,0.0,20.03487295478143,191.15308690327853
U00085,U00085_S2,billing,1.0,70.40582480171147,20.0,1.0,1.0,2.0,0.0,34.77085635286921,2563.4163995675226
U00097,U00097_S2,password reset,2.0,73.45612653990956,50.0,,1.0,,1.0,22.90381189155097,1406.5491580252399
U00033,U00033_S2,login,1.0,48.766052002899244,50.0,3.0,1.0,0.0,1.0,40.52488184272023,1427.0026824755955
U00028,U00028_S1,password reset,2.0,35.37829398052325,20.0,1.0,1.0,0.0,0.0,40.62363276803476,526.8427460089406
U00003,U00003_S2,help,1.0,76.45471100075774,,1.0,,0.0,1.0,17.499397828514432,388.1955543592681
U00020,U00020_S1,checkout,1.0,51.5363956368854,10.0,1.0,1.0,0.0,,73.47777677051025,2992.965646498415
U00093,U00093_S1,help,1.0,121.9307729752304,50.0,3.0,1.0,0.0,1.0,39.457657267279245,533.2421787563651
U00065,U00065_S1,account settings,2.0,88.22554359666253,20.0,1.0,1.0,0.0,1.0,85.60459471984007,163.62576506352949
U00089,U00089_S1,checkout,1.0,48.34469221045775,50.0,2.0,1.0,0.0,1.0,50.120547413599965,2129.143495539777
U00089,U00089_S1,account settings,2.0,31.153757490068944,,1.0,1.0,0.0,0.0,27.762428839990598,5515.140366819363
U00023,U00023_S1,login,1.0,42.308417083359544,10.0,4.0,0.0,0.0,1.0,37.504179120070646,645.1374468782116
U00023,U00023_S2,billing,1.0,62.82296752702265,20.0,1.0,1.0,0.0,0.0,29.49833556313193,478.36199994523525
U00043,U00043_S2,help,1.0,,20.0,1.0,1.0,0.0,1.0,37.01806771210573,2434.1031896804643
U00005,U00005_S2,password reset,2.0,62.942790458558925,50.0,1.0,1.0,0.0,1.0,37.05600665558673,12523.059210154997
U00078,U00078_S2,billing,1.0,42.2375584954492,10.0,,0.0,0.0,1.0,14.931068958897011,
U00084,U00084_S1,password reset,2.0,109.42046791589671,,2.0,1.0,0.0,1.0,34.85277443622375,434.79149791002976
U00057,U00057_S1,return policy,2.0,73.09857994833033,50.0,1.0,1.0,,1.0,50.752768909998835,1228.5982536822441
U00049,U00049_S1,account settings,2.0,30.313255512189127,50.0,2.0,1.0,0.0,1.0,92.42069232745139,589.1425687486563
U00023,U00023_S1,login,1.0,79.28996180222416,10.0,1.0,1.0,0.0,1.0,46.411484541104194,1759.6931530056772
U00077,U00077_S1,password reset,2.0,48.33443231933149,10.0,,1.0,0.0,1.0,33.82498773929657,401.2605151976773
U00040,U00040_S2,product search,2.0,58.03804289742689,50.0,1.0,1.0,0.0,1.0,41.91362460157424,6614.046273516498
U00092,,product search,2.0,26.451280323155743,10.0,2.0,1.0,0.0,1.0,10.581681364669375,1058.137345834846
U00096,U00096_S2,product search,2.0,53.26123924324796,50.0,1.0,1.0,0.0,1.0,190.29094653994088,627.9898576823334
U00084,U00084_S1,,2.0,51.96950727293909,20.0,1.0,1.0,0.0,0.0,33.007726246410044,2368.09118340727
U00070,U00070_S2,password reset,2.0,38.1906846024636,20.0,1.0,1.0,0.0,1.0,10.755336869475684,
U00084,U00084_S2,return policy,2.0,77.54986855763438,10.0,,0.0,0.0,1.0,39.4765222907349,
U00059,U00059_S1,product search,2.0,50.18080010979832,10.0,1.0,1.0,0.0,1.0,137.0064699088916,1301.4374006724045
U00028,U00028_S1,product search,2.0,33.79821390959086,10.0,1.0,1.0,1.0,0.0,31.652163205604833,4434.189532442353
U00001,U00001_S2,support,1.0,87.48369164629412,10.0,2.0,1.0,0.0,1.0,23.243566535776033,6697.609495022185
U00083,,support,1.0,72.56031927581581,20.0,1.0,1.0,0.0,1.0,7.445676576475605,2957.691095594441
U00095,U00095_S2,account settings,2.0,17.940111197991854,20.0,1.0,1.0,0.0,1.0,31.410824251737683,628.6185067468409
U00074,U00074_S1,return policy,2.0,78.34299050446525,50.0,1.0,1.0,0.0,1.0,14.57809025645536,754.8192234004573
U00031,U00031_S1,password reset,2.0,104.98796847931729,50.0,2.0,1.0,0.0,0.0,23.44554235124745,1110.167232706067
U00024,U00024_S1,checkout,1.0,65.86482159703706,10.0,3.0,1.0,0.0,1.0,54.858817977943254,384.3882218283288
U00047,U00047_S1,password reset,2.0,49.560413022949696,20.0,5.0,0.0,0.0,1.0,7.258286135036117,346.2618986319951
U00087,U00087_S2,account settings,2.0,46.25482755009703,50.0,3.0,1.0,0.0,1.0,58.18413220532025,1933.517215690575
U00041,U00041_S1,help,1.0,67.34958027648692,50.0,1.0,1.0,0.0,1.0,21.426628363871405,2112.0049266219753
U00042,U00042_S2,checkout,1.0,30.249385705073195,50.0,2.0,1.0,0.0,1.0,30.85295401933575,498.2644264703894
U00017,U00017_S2,return policy,2.0,35.96243955457147,10.0,1.0,1.0,0.0,0.0,42.73720011874158,562.8364688097365
U00023,U00023_S1,password reset,2.0,38.29386092909894,10.0,3.0,1.0,0.0,1.0,110.76398801967224,1375.0835446833603
U00091,U00091_S2,account settings,2.0,47.220161541286984,10.0,3.0,1.0,0.0,1.0,30.299452447816265,919.2259678578058
U00024,U00024_S1,support,1.0,,50.0,1.0,1.0,0.0,1.0,84.4518337979105,929.8799654207829
,U00088_S1,support,1.0,82.6124245744614,20.0,4.0,0.0,0.0,1.0,24.37137852448886,204.42572959681976
U00084,U00084_S1,support,1.0,123.18816231147136,10.0,,0.0,1.0,0.0,11.26181626157533,
U00095,U00095_S1,account settings,2.0,48.073901380276624,50.0,4.0,0.0,0.0,1.0,32.28044327079495,2786.1419314617992
U00083,U00083_S1,billing,1.0,52.45062586153715,50.0,1.0,1.0,0.0,1.0,23.6718546219323,344.01923696326935
U00066,U00066_S1,product search,2.0,112.67164421525814,20.0,1.0,1.0,0.0,1.0,37.48985823275843,483.8418742045399
U00012,U00012_S1,password reset,2.0,26.57422404161165,50.0,1.0,1.0,0.0,1.0,34.37614763228334,2875.9395696833776
U00090,,account settings,2.0,54.58199651118597,20.0,1.0,1.0,0.0,1.0,8.184263742383129,1916.544506015943
U00020,U00020_S1,product search,2.0,32.776390121609154,50.0,2.0,1.0,0.0,1.0,52.95973837657736,
U00068,,password reset,2.0,36.49649658711073,50.0,1.0,1.0,0.0,1.0,38.44513550214089,316.7294161792738
U00088,U00088_S2,checkout,1.0,95.07901135210835,50.0,1.0,1.0,0.0,1.0,43.26558466664302,4011.481124286336
U00019,U00019_S1,login,1.0,132.187092671268,10.0,1.0,,0.0,1.0,9.485033084560923,3211.1888288375694
,U00078_S1,login,1.0,71.36854475141584,50.0,4.0,0.0,0.0,1.0,13.672160601480794,1220.0299146107857
U00018,U00018_S2,support,1.0,21.361049796163574,20.0,,0.0,0.0,1.0,17.099873746436927,
U00022,U00022_S1,login,1.0,49.08317076917883,20.0,1.0,,0.0,1.0,91.89263556825799,2704.650086172843
U00049,U00049_S2,password reset,2.0,90.30836341056931,50.0,1.0,1.0,0.0,,22.834251005525598,1806.720412444869
U00031,U00031_S2,password reset,,142.69109350076192,10.0,,0.0,0.0,1.0,43.30871401807796,
U00063,U00063_S1,help,1.0,103.05251690581747,50.0,1.0,1.0,0.0,1.0,63.37351308997635,615.2075929926507
U00095,U00095_S2,login,1.0,38.89248903869513,50.0,1.0,1.0,0.0,1.0,26.718622655854368,
U00076,U00076_S1,password reset,2.0,97.15757574677164,20.0,1.0,1.0,0.0,1.0,20.401864811795914,
U00086,U00086_S1,account settings,2.0,28.274628878998953,20.0,1.0,1.0,0.0,1.0,,1315.1528177202376
U00006,U00006_S2,help,1.0,16.034897331763776,50.0,2.0,1.0,0.0,1.0,,894.6402258361587
U00036,U00036_S2,checkout,1.0,45.65946519208327,50.0,2.0,1.0,0.0,1.0,15.62645846549295,1795.8384467601593
U00021,U00021_S1,return policy,2.0,57.36880250280925,50.0,2.0,1.0,1.0,0.0,17.59446367694844,745.032685181739
U00017,U00017_S2,product search,2.0,79.60299032286655,50.0,1.0,1.0,0.0,1.0,71.2473699243604,475.19458407515884
U00029,U00029_S1,return policy,2.0,29.48736633909506,20.0,3.0,1.0,0.0,1.0,59.77868057774423,136.20612011132877
U00081,U00081_S2,account settings,2.0,45.918696814044424,50.0,1.0,1.0,0.0,1.0,50.22501181925936,1872.4648287279667
U00074,U00074_S1,account settings,2.0,50.94921996050794,10.0,1.0,1.0,0.0,1.0,38.57989715017533,4089.0876298345847
U00082,,help,1.0,76.92895543208292,50.0,4.0,0.0,0.0,1.0,25.175519350681004,797.8412344270691
U00073,U00073_S1,help,1.0,59.171463005401655,20.0,3.0,1.0,0.0,1.0,14.795996037175836,1283.6428075873223
U00010,U00010_S1,support,1.0,62.74611382841766,50.0,1.0,,0.0,0.0,20.325260536634612,4556.424388780136
U00007,U00007_S1,billing,1.0,77.33292543914223,10.0,4.0,,0.0,1.0,37.58721502199922,3512.2641410371507
,U00059_S2,billing,1.0,70.69029333649804,50.0,1.0,1.0,0.0,1.0,7.834543021867292,2634.1431005358468
U00011,U00011_S1,password reset,2.0,36.92532971460406,10.0,1.0,1.0,0.0,0.0,59.36688133585528,110.69195203390476
U00085,U00085_S2,account settings,2.0,48.44339163663404,20.0,,0.0,0.0,1.0,20.383885167075167,
U00024,U00024_S1,login,1.0,39.4363613145154,10.0,3.0,1.0,0.0,1.0,43.68077629137461,1718.3888169798718
U00015,U00015_S2,login,1.0,38.2478191027996,50.0,,0.0,0.0,1.0,31.428328512839045,
U00052,U00052_S2,login,1.0,26.004131601803298,20.0,2.0,1.0,1.0,0.0,27.10291390877485,5787.1530621542925
U00008,U00008_S1,billing,1.0,55.864519927648296,50.0,3.0,1.0,0.0,0.0,62.42304643815145,1229.5350697554088
U00050,U00050_S1,support,1.0,50.85208215163492,10.0,2.0,1.0,0.0,1.0,39.64442022204448,361.5587855293085
U00031,U00031_S1,billing,1.0,66.98846579275784,20.0,4.0,0.0,0.0,1.0,28.701186687914884,826.941345966638
U00029,U00029_S2,account settings,2.0,51.84984697928735,,2.0,1.0,0.0,1.0,19.414054095396608,763.4369696543991
U00020,U00020_S1,checkout,1.0,96.48300294670274,20.0,1.0,1.0,0.0,0.0,48.035584460320166,1944.0157905605597
U00065,U00065_S2,help,1.0,79.10538824077656,20.0,1.0,1.0,0.0,1.0,133.52748098458636,2805.157189032061
U00020,U00020_S1,checkout,1.0,113.85946923788028,50.0,1.0,1.0,0.0,1.0,11.165724966647614,689.4395103472228
U00042,U00042_S2,billing,1.0,87.59305346310181,10.0,1.0,1.0,0.0,1.0,42.033180868668175,849.0433257448941
U00006,U00006_S1,product search,2.0,58.386655147517764,10.0,,0.0,0.0,0.0,13.281801117911272,
U00080,U00080_S2,help,1.0,83.16126566848286,10.0,1.0,1.0,0.0,1.0,28.222162919748357,1178.882965663861
U00051,U00051_S2,return policy,2.0,83.96366292313522,10.0,2.0,1.0,0.0,1.0,27.297022235061046,622.4585861857809
U00073,U00073_S1,help,1.0,98.90870386690534,50.0,1.0,1.0,0.0,0.0,46.81915091495487,341.3246941014005
U00030,U00030_S1,return policy,2.0,33.56099312299159,20.0,1.0,1.0,0.0,0.0,92.09884072041353,489.19336207629954
U00002,U00002_S2,billing,1.0,33.23968032873217,50.0,,0.0,0.0,1.0,105.46348864212324,
U00054,U00054_S2,help,1.0,46.18251415548937,20.0,4.0,0.0,0.0,1.0,52.7050179057547,156.68973875826902
U00018,U00018_S1,billing,1.0,150.76799559911439,10.0,2.0,1.0,0.0,0.0,46.94369481945192,490.1754292289115
U00003,U00003_S1,login,1.0,57.50126682751767,50.0,,0.0,0.0,1.0,75.36135194143334,
U00047,U00047_S1,help,,60.65257097749274,10.0,4.0,0.0,0.0,1.0,19.866302857459367,1005.4258960948114
,U00081_S2,checkout,1.0,89.69323591672187,20.0,3.0,1.0,2.0,0.0,67.20838336975652,783.7481383535421
U00017,U00017_S1,billing,1.0,49.90111031383159,10.0,4.0,0.0,,0.0,45.31897950214126,2068.7384800002646
U00080,U00080_S1,return policy,2.0,,10.0,5.0,0.0,0.0,1.0,31.68993715635669,2443.6730026827836
U00046,U00046_S2,product search,2.0,30.690052375213313,20.0,2.0,1.0,0.0,1.0,14.449896308021826,1669.490147440744
U00079,U00079_S2,return policy,2.0,45.16166315001438,10.0,2.0,1.0,0.0,1.0,19.304311746295518,317.7721621866912
U00049,U00049_S1,account settings,2.0,58.57952259169014,20.0,2.0,1.0,0.0,1.0,37.166460683708365,2464.4882597710775
U00013,U00013_S2,billing,1.0,51.22279091929762,50.0,1.0,1.0,0.0,1.0,112.21050541351683,1621.359369298086
U00013,U00013_S2,product search,2.0,67.50590381007471,50.0,2.0,1.0,0.0,1.0,15.962791159029054,5468.225939773432
U00040,U00040_S1,billing,1.0,120.47822006051747,10.0,1.0,1.0,0.0,1.0,15.543251158066642,209.14052897155366
U00075,U00075_S2,password reset,2.0,43.78609146421637,20.0,1.0,1.0,0.0,0.0,67.37222982821243,428.4197202044985
U00049,U00049_S2,checkout,1.0,30.006287997732205,10.0,,0.0,0.0,0.0,24.744180878093083,
U00024,U00024_S1,login,1.0,63.831390243353425,10.0,1.0,1.0,0.0,1.0,7.048722781820929,242.77366096372617
U00100,U00100_S1,help,1.0,54.145616931116216,20.0,,0.0,0.0,1.0,21.755539612869295,833.1504395710768
