Participant_ID,Disability_Type,Assistive_Tech,Task_Name,Task_Success,Completion_Time_s,Error_Count,Error_Type,Keyboard_Presses,Cognitive_Load_Score,Satisfaction_Score,WCAG_Issue_Count
P0600,Visual,Screen_Reader,Search,0.0,101.94452365580952,3.0,Focus,22.0,3.0,4.0,
P0601,Hearing,None,Search,0.0,48.16683726926319,0.0,None,24.0,3.0,6.0,6.0
P0602,Visual,Magnifier,Navigation,,,5.0,Compatibility,,5.0,6.0,6.0
P0603,Motor,Voice_Control,Navigation,1.0,203.66173777671122,1.0,Labeling,9.0,3.0,4.0,3.0
P0604,Hearing,None,Navigation,1.0,44.78104583001094,2.0,Focus,,2.0,5.0,3.0
P0605,Hearing,None,Checkout,1.0,40.17463414500843,2.0,Compatibility,19.0,5.0,5.0,4.0
P0606,Visual,Magnifier,Search,1.0,68.82531573593464,1.0,Navigation,19.0,3.0,5.0,3.0
P0607,Visual,Screen_Reader,Navigation,1.0,41.81991449252192,0.0,None,14.0,4.0,7.0,2.0
P0608,Motor,Keyboard_Only,Search,0.0,69.92120001694468,3.0,Compatibility,19.0,4.0,7.0,2.0
P0609,Motor,Voice_Control,Form_Submit,0.0,121.51867739379588,0.0,None,27.0,3.0,5.0,
P0610,Hearing,None,Navigation,1.0,85.98213341087555,0.0,None,13.0,3.0,4.0,2.0
P0611,Visual,Screen_Reader,Form_Submit,1.0,155.2439128780081,1.0,Navigation,21.0,4.0,5.0,2.0
P0612,Hearing,None,Navigation,0.0,76.87097630585342,2.0,Compatibility,26.0,5.0,7.0,6.0
P0613,Visual,Screen_Reader,Checkout,1.0,14.825038201824258,3.0,Compatibility,23.0,3.0,5.0,0.0
P0614,,None,Checkout,1.0,115.44831697023037,4.0,Navigation,17.0,4.0,4.0,0.0
P0615,Motor,Voice_Control,Navigation,1.0,76.26744626335488,1.0,Compatibility,16.0,5.0,5.0,3.0
P0616,Visual,Magnifier,Search,1.0,221.7896848892712,2.0,Compatibility,15.0,1.0,,3.0
P0617,Visual,Magnifier,Search,0.0,75.38327753914132,0.0,None,21.0,3.0,5.0,2.0
P0618,Visual,Screen_Reader,Navigation,1.0,108.5278027492194,4.0,Focus,13.0,2.0,7.0,4.0
P0619,Hearing,None,Navigation,0.0,141.98079777062483,0.0,None,26.0,4.0,6.0,2.0
P0620,Hearing,None,Search,1.0,59.66475692847659,4.0,Focus,10.0,5.0,6.0,4.0
P0621,Cognitive,None,Checkout,1.0,109.01874215687727,0.0,None,14.0,1.0,5.0,2.0
P0622,Visual,Screen_Reader,Form_Submit,1.0,50.84104233979306,2.0,Compatibility,19.0,3.0,6.0,3.0
P0623,Visual,Screen_Reader,Search,1.0,180.3666526768077,1.0,Labeling,14.0,2.0,5.0,1.0
P0624,Visual,Screen_Reader,Checkout,1.0,39.24588929415474,0.0,None,11.0,3.0,4.0,6.0
P0625,Visual,Screen_Reader,Checkout,0.0,60.99785583648526,5.0,Labeling,34.0,4.0,6.0,3.0
P0626,Visual,Screen_Reader,Form_Submit,1.0,121.93746190889233,5.0,Navigation,25.0,5.0,7.0,0.0
P0627,Visual,Screen_Reader,Form_Submit,1.0,80.11318643625938,1.0,Focus,14.0,2.0,6.0,4.0
P0628,Hearing,None,Navigation,1.0,153.35686023704886,0.0,None,19.0,4.0,6.0,2.0
P0629,Hearing,None,Navigation,1.0,33.864702086265154,0.0,None,12.0,4.0,4.0,3.0
P0630,Visual,Screen_Reader,Navigation,0.0,74.93381788118765,1.0,Focus,28.0,4.0,6.0,2.0
P0631,,None,Navigation,1.0,110.39542252938634,5.0,Labeling,13.0,4.0,6.0,1.0
P0632,Visual,Magnifier,Search,1.0,33.20116267963506,0.0,None,10.0,,6.0,5.0
P0633,Hearing,None,Checkout,0.0,199.7644390939967,4.0,Labeling,28.0,5.0,7.0,2.0
P0634,Motor,Keyboard_Only,Checkout,0.0,70.81346086563892,1.0,Navigation,25.0,2.0,7.0,2.0
P0635,Motor,Voice_Control,Navigation,1.0,17.762217606297142,1.0,Compatibility,20.0,3.0,6.0,3.0
P0636,Visual,Screen_Reader,Navigation,1.0,110.0945403635713,0.0,None,15.0,3.0,6.0,3.0
P0637,Hearing,None,Form_Submit,1.0,143.4067536707427,2.0,Navigation,15.0,2.0,5.0,3.0
P0638,Visual,Screen_Reader,,0.0,27.467881900383453,1.0,Compatibility,29.0,3.0,7.0,4.0
P0639,Visual,Screen_Reader,Checkout,1.0,62.0152870132819,0.0,None,19.0,2.0,6.0,1.0
P0640,Motor,Voice_Control,Navigation,1.0,103.32114921264709,1.0,Labeling,13.0,1.0,5.0,1.0
P0641,Hearing,None,Navigation,1.0,41.107336898558906,2.0,Compatibility,18.0,2.0,6.0,3.0
P0642,Hearing,None,Checkout,1.0,87.94097465876825,1.0,Focus,17.0,4.0,4.0,3.0
P0643,Cognitive,None,Search,1.0,53.866017392131255,0.0,None,19.0,2.0,7.0,3.0
P0644,Motor,Keyboard_Only,Form_Submit,0.0,78.71252622997856,2.0,Compatibility,14.0,4.0,7.0,0.0
P0645,Motor,Voice_Control,Checkout,1.0,109.91411821342444,5.0,Focus,18.0,4.0,6.0,3.0
P0646,Cognitive,None,Search,0.0,14.08209589239681,4.0,Compatibility,19.0,4.0,7.0,4.0
P0647,Motor,Voice_Control,Search,0.0,735.8582651803226,0.0,None,27.0,2.0,7.0,1.0
P0648,Visual,Screen_Reader,Form_Submit,0.0,120.97882672662107,2.0,Focus,28.0,3.0,6.0,1.0
P0649,Cognitive,None,Form_Submit,,69.19464057397943,0.0,None,11.0,4.0,7.0,1.0
P0650,Motor,Voice_Control,Search,1.0,24.516229148611124,2.0,Labeling,13.0,2.0,5.0,1.0
P0651,Hearing,None,Navigation,1.0,64.638505482429,0.0,,11.0,4.0,6.0,1.0
P0652,Hearing,None,Checkout,0.0,60.82506529434016,5.0,Navigation,28.0,3.0,5.0,1.0
P0653,Motor,Keyboard_Only,Search,1.0,89.07693125533157,0.0,None,15.0,4.0,5.0,3.0
P0654,Motor,Voice_Control,Checkout,0.0,59.21638848464643,0.0,None,30.0,3.0,6.0,5.0
P0655,Motor,Voice_Control,Form_Submit,1.0,141.73817736995022,2.0,Navigation,19.0,3.0,4.0,0.0
P0656,Cognitive,None,Navigation,1.0,263.2080937272956,4.0,Compatibility,16.0,4.0,6.0,2.0
P0657,Hearing,None,Form_Submit,1.0,93.01434635809686,0.0,None,12.0,4.0,6.0,3.0
P0658,Cognitive,None,Search,0.0,69.62462996755747,0.0,None,20.0,4.0,4.0,1.0
P0659,Cognitive,None,Form_Submit,1.0,160.58109648997814,1.0,Labeling,14.0,,7.0,3.0
P0660,Hearing,None,Form_Submit,0.0,34.64192977168689,0.0,None,33.0,3.0,6.0,0.0
P0661,Visual,Screen_Reader,Search,1.0,87.391284669946,1.0,Labeling,13.0,3.0,6.0,0.0
P0662,Hearing,None,Form_Submit,0.0,61.076142334461224,0.0,None,23.0,4.0,5.0,4.0
P0663,Motor,Keyboard_Only,Form_Submit,0.0,207.5632985298302,2.0,Labeling,33.0,5.0,,2.0
P0664,Motor,Voice_Control,Form_Submit,1.0,58.05265487309694,4.0,Focus,14.0,1.0,5.0,4.0
P0665,Visual,Magnifier,Navigation,0.0,91.15066800080209,0.0,None,28.0,1.0,5.0,3.0
P0666,Cognitive,None,Checkout,0.0,109.22368273707734,3.0,Labeling,27.0,5.0,6.0,2.0
P0667,Visual,Screen_Reader,Search,1.0,42.37805972324573,0.0,None,13.0,4.0,6.0,2.0
P0668,Motor,Keyboard_Only,Search,1.0,142.52179635150165,2.0,Compatibility,10.0,2.0,5.0,2.0
P0669,Motor,Keyboard_Only,Navigation,1.0,215.29084922912938,2.0,Focus,16.0,2.0,6.0,1.0
P0670,Hearing,None,Search,0.0,64.92135152968912,1.0,Compatibility,21.0,5.0,7.0,1.0
P0671,Visual,Screen_Reader,Search,1.0,139.99202746822795,0.0,None,17.0,5.0,6.0,3.0
P0672,Hearing,None,Navigation,0.0,93.15269986033307,2.0,Compatibility,27.0,3.0,5.0,2.0
P0673,Visual,Screen_Reader,Search,1.0,106.76229611485832,4.0,Focus,15.0,3.0,,0.0
P0674,Motor,Voice_Control,Checkout,1.0,208.50224423516278,4.0,Labeling,12.0,4.0,6.0,4.0
P0675,Visual,Screen_Reader,Search,0.0,40.62310002951659,0.0,None,22.0,3.0,6.0,3.0
P0676,Motor,Voice_Control,Search,1.0,187.35447404717308,2.0,Navigation,16.0,4.0,5.0,3.0
P0677,Hearing,None,Checkout,0.0,105.55482283776877,4.0,Navigation,25.0,3.0,6.0,3.0
P0678,Hearing,None,Checkout,0.0,52.56720962975206,0.0,None,25.0,2.0,4.0,3.0
P0679,Motor,Voice_Control,Navigation,1.0,91.53278917645173,1.0,Labeling,8.0,4.0,7.0,2.0
P0680,Cognitive,None,Checkout,0.0,51.333971741289716,4.0,Compatibility,26.0,2.0,6.0,1.0
P0681,Hearing,None,Navigation,1.0,22.77956665109648,4.0,Navigation,16.0,2.0,4.0,0.0
P0682,Motor,Keyboard_Only,Checkout,1.0,59.36309131864623,3.0,Compatibility,12.0,4.0,7.0,1.0
P0683,Visual,Magnifier,Form_Submit,0.0,41.16758080748469,5.0,Navigation,25.0,4.0,5.0,4.0
P0684,Hearing,None,Navigation,1.0,174.3415446328193,0.0,None,11.0,3.0,5.0,0.0
P0685,Visual,Screen_Reader,Search,0.0,81.37534857914358,0.0,None,31.0,3.0,5.0,2.0
,Cognitive,None,Checkout,1.0,47.73153631564665,4.0,Compatibility,22.0,5.0,5.0,3.0
P0687,Motor,Keyboard_Only,Checkout,1.0,21.66549611140755,2.0,Navigation,18.0,2.0,7.0,3.0
P0688,Visual,Screen_Reader,Form_Submit,1.0,213.165828939206,2.0,Compatibility,13.0,5.0,5.0,1.0
P0689,Hearing,None,Form_Submit,0.0,215.86267345662128,1.0,Focus,24.0,3.0,,1.0
P0690,Cognitive,None,,0.0,,4.0,Navigation,25.0,2.0,4.0,3.0
P0691,Motor,Voice_Control,Search,0.0,98.72568966115688,1.0,Labeling,18.0,2.0,7.0,5.0
P0692,Motor,Voice_Control,Search,1.0,70.41798725220899,4.0,Labeling,11.0,5.0,4.0,3.0
P0693,Motor,Keyboard_Only,Navigation,1.0,44.3004161726445,3.0,Compatibility,17.0,4.0,7.0,4.0
P0694,Visual,Screen_Reader,Navigation,1.0,63.25260612273492,3.0,Navigation,8.0,2.0,5.0,3.0
P0695,Cognitive,None,Navigation,0.0,198.42098572911146,2.0,,24.0,5.0,6.0,2.0
P0696,Cognitive,None,Search,0.0,158.3587904177368,3.0,Navigation,26.0,2.0,7.0,1.0
P0697,Cognitive,None,Checkout,0.0,69.30489641663961,1.0,Compatibility,34.0,4.0,6.0,3.0
P0698,Motor,Keyboard_Only,Search,1.0,24.502056897412288,1.0,Labeling,17.0,1.0,7.0,2.0
P0699,Motor,Voice_Control,Checkout,1.0,56.645825074936184,,Navigation,14.0,3.0,5.0,1.0
P0700,,None,Navigation,0.0,25.955944576923304,0.0,None,21.0,3.0,4.0,2.0
P0701,Hearing,None,Navigation,0.0,23.585098747986983,2.0,Compatibility,,4.0,6.0,2.0
P0702,Motor,Voice_Control,Checkout,1.0,52.62521806891115,1.0,Navigation,15.0,3.0,5.0,3.0
P0703,Visual,Screen_Reader,Form_Submit,1.0,69.61846508722672,2.0,Compatibility,10.0,5.0,5.0,4.0
,Motor,Keyboard_Only,Form_Submit,1.0,47.62625605008577,1.0,Labeling,13.0,5.0,6.0,2.0
P0705,Cognitive,None,Checkout,0.0,47.780148935008356,0.0,None,22.0,5.0,5.0,0.0
P0706,Visual,Screen_Reader,Checkout,1.0,40.60271846086409,3.0,Compatibility,11.0,3.0,4.0,4.0
P0707,Visual,Screen_Reader,Navigation,1.0,183.73265304868576,3.0,Focus,11.0,2.0,6.0,3.0
P0708,Motor,Keyboard_Only,Search,1.0,102.02814351651588,1.0,Focus,13.0,3.0,,6.0
P0709,,Keyboard_Only,Search,1.0,41.321331690394814,0.0,None,13.0,4.0,6.0,2.0
P0710,Hearing,None,Checkout,1.0,227.68240344682314,4.0,Compatibility,8.0,2.0,5.0,1.0
P0711,Visual,Screen_Reader,Navigation,1.0,24.66109445576054,1.0,Focus,15.0,3.0,7.0,2.0
P0712,Motor,Keyboard_Only,Checkout,1.0,86.49223697047461,0.0,None,12.0,3.0,6.0,3.0
P0713,,None,Search,1.0,178.85396794084005,1.0,Focus,19.0,3.0,5.0,2.0
P0714,Visual,Screen_Reader,Checkout,1.0,44.47321626612777,0.0,None,12.0,1.0,6.0,3.0
P0715,Cognitive,None,Search,0.0,20.930718502692848,0.0,None,23.0,2.0,7.0,2.0
P0716,Cognitive,None,Search,1.0,39.837653502365356,1.0,Labeling,17.0,2.0,6.0,2.0
P0717,Visual,Screen_Reader,Search,0.0,184.62261622078952,1.0,Navigation,24.0,4.0,7.0,2.0
P0718,Motor,Keyboard_Only,Form_Submit,1.0,65.99096988999905,0.0,None,10.0,3.0,6.0,2.0
P0719,Cognitive,None,Form_Submit,0.0,26.031816396125457,2.0,Navigation,24.0,4.0,7.0,5.0
P0720,Cognitive,None,Checkout,1.0,28.059626967944922,0.0,None,17.0,2.0,,3.0
P0721,Hearing,None,Search,0.0,181.1056589164093,0.0,None,38.0,3.0,5.0,6.0
P0722,Motor,Voice_Control,Form_Submit,0.0,168.39051762665517,0.0,None,23.0,3.0,6.0,3.0
P0723,Cognitive,None,,1.0,27.07416127525918,1.0,Labeling,16.0,4.0,6.0,1.0
P0724,Hearing,None,Navigation,0.0,80.10380313464971,3.0,Labeling,25.0,4.0,7.0,2.0
P0725,Cognitive,None,Search,1.0,582.9321793775011,5.0,Labeling,18.0,4.0,5.0,3.0
P0726,Hearing,None,Form_Submit,0.0,86.16971338658769,3.0,Focus,23.0,2.0,5.0,4.0
P0727,Motor,Voice_Control,Navigation,1.0,44.07423110419947,3.0,Compatibility,7.0,3.0,7.0,1.0
P0728,Motor,Keyboard_Only,Search,1.0,487.3186652306817,2.0,Compatibility,15.0,1.0,5.0,2.0
P0729,Visual,Magnifier,Search,1.0,456.6898835514217,2.0,,13.0,5.0,5.0,5.0
P0730,Hearing,None,Form_Submit,0.0,153.49649746270222,2.0,Focus,10.0,4.0,7.0,2.0
P0731,Hearing,None,Search,1.0,126.74186822705168,3.0,Compatibility,16.0,4.0,5.0,2.0
P0732,Motor,Voice_Control,Search,1.0,32.78026677035272,3.0,Navigation,12.0,3.0,7.0,0.0
P0733,Cognitive,None,Search,0.0,378.20586040664773,0.0,None,26.0,5.0,6.0,2.0
P0734,Visual,Screen_Reader,Navigation,1.0,90.35295699980355,2.0,Focus,14.0,1.0,6.0,1.0
P0735,Motor,Voice_Control,,1.0,68.41924178404633,2.0,Focus,14.0,1.0,6.0,1.0
P0736,Hearing,None,Form_Submit,0.0,50.19842657594952,3.0,Focus,25.0,2.0,7.0,1.0
P0737,Motor,Voice_Control,Checkout,0.0,126.21654246316405,3.0,Compatibility,25.0,4.0,7.0,2.0
P0738,Hearing,None,Checkout,1.0,35.9565515128677,,Compatibility,8.0,4.0,6.0,4.0
P0739,Motor,Voice_Control,Form_Submit,1.0,13.536573275338753,3.0,Labeling,11.0,3.0,4.0,1.0
P0740,Motor,Voice_Control,Search,1.0,31.60194206992633,3.0,Labeling,11.0,3.0,5.0,0.0
P0741,Cognitive,None,Checkout,1.0,139.09081392592475,0.0,None,20.0,2.0,6.0,2.0
P0742,Visual,Magnifier,Search,1.0,24.773748564049942,5.0,Navigation,16.0,2.0,5.0,5.0
P0743,Visual,Screen_Reader,Form_Submit,1.0,19.095057385687223,3.0,Focus,13.0,4.0,7.0,3.0
P0744,Hearing,None,Search,1.0,72.70681634187716,2.0,Labeling,11.0,3.0,5.0,5.0
P0745,Cognitive,None,Navigation,1.0,331.65377108632003,4.0,Labeling,10.0,,5.0,0.0
P0746,Visual,Magnifier,Form_Submit,0.0,27.38141608521355,4.0,Labeling,19.0,5.0,5.0,2.0
P0747,Visual,Screen_Reader,Navigation,1.0,47.95525153027876,2.0,Navigation,12.0,4.0,6.0,0.0
P0748,Motor,Keyboard_Only,Navigation,0.0,13.518540450817332,1.0,Navigation,31.0,2.0,6.0,4.0
P0749,Cognitive,None,Form_Submit,0.0,58.1792023559497,0.0,None,20.0,1.0,4.0,1.0
,Visual,Screen_Reader,Checkout,0.0,46.670826085052695,0.0,None,19.0,5.0,5.0,3.0
P0751,Visual,Magnifier,Form_Submit,1.0,108.45551881630928,0.0,None,12.0,3.0,5.0,2.0
P0752,Visual,Magnifier,Search,1.0,170.36619648808806,4.0,Navigation,19.0,4.0,4.0,2.0
P0753,Cognitive,None,Form_Submit,0.0,40.369915471487275,0.0,None,26.0,2.0,4.0,2.0
P0754,Cognitive,None,Search,0.0,30.175588587504436,2.0,Focus,23.0,4.0,6.0,0.0
,Visual,Magnifier,Form_Submit,1.0,452.54744817918436,3.0,Compatibility,12.0,3.0,7.0,2.0
P0756,Motor,Voice_Control,Checkout,1.0,37.890221265977615,0.0,None,15.0,1.0,6.0,5.0
P0757,Hearing,None,Form_Submit,1.0,41.56570254509357,0.0,None,17.0,4.0,7.0,2.0
P0758,Visual,Screen_Reader,Navigation,1.0,67.19783281722437,0.0,None,16.0,3.0,6.0,0.0
P0759,Motor,Keyboard_Only,Search,1.0,172.97875190821898,0.0,None,20.0,4.0,7.0,1.0
P0760,Cognitive,None,Search,1.0,37.58173941102266,0.0,None,13.0,4.0,5.0,4.0
P0761,Motor,Voice_Control,Navigation,1.0,35.479813491358414,0.0,None,13.0,2.0,6.0,1.0
P0762,Motor,Voice_Control,Search,0.0,94.66054340135683,2.0,Compatibility,32.0,2.0,7.0,1.0
P0763,Motor,Voice_Control,Search,1.0,,0.0,None,14.0,5.0,7.0,2.0
P0764,Motor,Voice_Control,,1.0,42.80881593037715,1.0,Labeling,18.0,4.0,7.0,2.0
P0765,Motor,Keyboard_Only,Form_Submit,1.0,121.63825562714871,2.0,Compatibility,17.0,5.0,5.0,3.0
P0766,Visual,Screen_Reader,Navigation,1.0,43.9033110522863,3.0,Labeling,16.0,1.0,7.0,2.0
P0767,Cognitive,None,Checkout,0.0,50.923362171414695,4.0,Compatibility,24.0,3.0,6.0,3.0
P0768,Cognitive,None,Search,1.0,117.08308382624392,0.0,None,16.0,4.0,5.0,3.0
P0769,Visual,Magnifier,Navigation,1.0,457.1447881256472,1.0,Navigation,18.0,5.0,5.0,2.0
P0770,Visual,Screen_Reader,Form_Submit,1.0,118.7346347345189,0.0,None,12.0,5.0,6.0,3.0
P0771,Cognitive,None,Search,1.0,110.42874470085346,0.0,None,11.0,3.0,6.0,2.0
P0772,Motor,Voice_Control,Form_Submit,1.0,141.18976160012556,3.0,Labeling,17.0,1.0,6.0,2.0
P0773,Hearing,None,Search,1.0,30.952802702867398,0.0,None,19.0,1.0,4.0,0.0
P0774,Cognitive,None,Checkout,1.0,44.72096849394524,4.0,Compatibility,16.0,4.0,6.0,2.0
P0775,Cognitive,None,Checkout,1.0,79.70431330507893,3.0,Labeling,19.0,3.0,5.0,4.0
P0776,Hearing,None,Checkout,0.0,30.99959252589494,1.0,Navigation,20.0,2.0,5.0,4.0
P0777,Motor,Voice_Control,Search,0.0,162.49054073670706,0.0,None,21.0,2.0,6.0,2.0
P0778,Cognitive,None,Checkout,0.0,47.56569250268886,1.0,Labeling,22.0,4.0,5.0,2.0
P0779,Cognitive,None,Navigation,1.0,105.94945448756349,0.0,None,17.0,3.0,6.0,2.0
P0780,Motor,Voice_Control,Form_Submit,1.0,66.85869489086824,4.0,Focus,11.0,2.0,6.0,3.0
P0781,Motor,Voice_Control,Search,0.0,117.95658286218313,,Navigation,23.0,4.0,7.0,2.0
P0782,Visual,Magnifier,Checkout,1.0,340.09879952357954,,None,9.0,5.0,5.0,4.0
P0783,Cognitive,None,Navigation,1.0,79.1922907309116,0.0,None,,3.0,5.0,2.0
P0784,Hearing,None,Navigation,1.0,23.523332070202077,3.0,Labeling,16.0,4.0,5.0,3.0
P0785,Cognitive,None,Search,1.0,100.27202967434842,5.0,Compatibility,13.0,5.0,7.0,2.0
P0786,,Keyboard_Only,Search,1.0,42.02704580752815,0.0,None,12.0,5.0,4.0,1.0
P0787,Hearing,None,Navigation,1.0,73.88285361842688,0.0,None,19.0,4.0,6.0,2.0
P0788,Cognitive,None,Search,0.0,79.94874260990636,3.0,Compatibility,21.0,4.0,5.0,0.0
P0789,Cognitive,None,Navigation,0.0,41.6485150709815,3.0,Focus,21.0,4.0,6.0,1.0
P0790,Visual,Screen_Reader,Navigation,0.0,76.15353720004585,1.0,Focus,18.0,4.0,6.0,3.0
P0791,Hearing,None,Navigation,0.0,50.51596356714611,0.0,None,24.0,4.0,5.0,0.0
P0792,Cognitive,None,Form_Submit,0.0,64.58148366430031,3.0,Labeling,14.0,1.0,6.0,2.0
P0793,Motor,Keyboard_Only,Navigation,0.0,46.077389519040175,0.0,None,21.0,4.0,6.0,2.0
P0794,Visual,Magnifier,Form_Submit,0.0,222.30538284845466,4.0,Labeling,21.0,2.0,6.0,2.0
P0795,Motor,Voice_Control,Search,0.0,23.373451744035414,2.0,Focus,24.0,4.0,7.0,5.0
P0796,Visual,Screen_Reader,Checkout,1.0,243.97808902371213,1.0,Compatibility,13.0,3.0,7.0,4.0
P0797,Hearing,None,Navigation,1.0,161.47948149033792,2.0,Navigation,12.0,3.0,6.0,1.0
P0798,Hearing,None,Search,1.0,278.378625683839,2.0,Focus,15.0,2.0,5.0,2.0
